property_id,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,cluster_label,centroid_distance
110,0,0,4,1.0,1.0,1,1.22
111,0,0,4,2.5,2.0,4,0.84
112,0,0,4,1.5,1.0,4,0.7
113,0,0,2,1.0,0.0,4,0.09
114,0,0,4,1.0,2.0,4,1.4
115,0,0,4,1.0,1.0,4,0.71
116,0,0,6,1.5,2.0,4,0.38
118,0,0,5,1.5,3.0,1,1.23
119,0,0,2,1.0,1.0,3,2.3
120,0,1,2,1.0,1.0,7,1.84
121,0,0,5,1.5,2.0,4,0.74
122,0,0,2,1.0,1.0,2,0.29
123,0,0,5,1.0,2.0,2,0.59
124,0,0,2,1.0,1.0,2,0.61
125,0,0,2,1.0,1.0,1,1.0
126,12,1,3,1.0,1.0,2,0.83
127,1,1,3,1.5,1.0,2,0.8
128,1,1,4,1.0,1.0,2,0.84
129,1,1,4,1.5,1.0,2,0.65
130,12,1,2,1.0,1.0,2,0.77
131,14,0,5,1.0,3.0,6,2.1
132,0,0,4,1.0,1.0,1,1.13
133,0,0,4,1.0,1.0,1,1.34
134,0,1,1,1.0,1.0,0,0.51
135,0,2,2,1.0,1.0,0,0.61
136,0,0,1,1.0,0.0,9,1.17
137,0,2,1,1.0,1.0,4,0.56
138,0,0,4,1.0,1.0,1,0.18
139,14,0,4,1.0,3.0,6,8.04
140,14,1,2,1.0,1.0,3,2.04
141,12,1,2,1.0,0.0,7,0.94
142,0,0,2,1.0,1.0,7,0.89
143,0,0,4,1.5,0.0,0,1.34
144,0,1,2,1.0,1.0,8,2.61
145,0,0,2,1.0,1.0,6,1.57
146,0,0,2,1.5,1.0,6,1.33
147,0,1,2,1.0,1.0,9,1.06
148,0,0,3,1.0,1.0,9,0.91
149,0,1,3,1.0,1.0,2,0.65
150,0,0,3,1.0,1.0,4,0.2
151,14,0,2,1.0,1.0,7,1.41
153,0,2,1,2.0,1.0,0,1.78
154,0,0,6,1.0,2.0,1,0.83
155,0,1,2,1.0,1.0,2,0.74
156,14,1,1,2.0,1.0,2,0.5
157,14,1,3,2.0,1.0,2,0.49
158,0,0,2,1.5,1.0,4,0.34
159,0,0,2,1.0,1.0,2,0.49
160,0,0,2,1.0,0.0,2,0.57
161,0,0,4,1.0,2.0,0,1.18
162,14,1,4,1.0,1.0,5,2.72
163,14,1,2,1.0,1.0,5,2.63
166,0,0,4,1.0,1.0,4,0.59
167,0,1,2,1.0,1.0,2,1.09
168,0,1,2,1.0,1.0,7,0.57
169,0,0,4,1.0,2.0,7,0.86
170,0,1,2,1.0,1.0,7,0.52
171,0,0,4,1.0,1.0,2,0.42
172,0,0,4,1.0,1.0,2,0.41
173,0,0,2,1.0,1.0,1,0.85
174,0,0,3,1.0,1.0,0,1.05
175,0,0,4,1.5,2.0,2,1.0
176,0,0,4,1.0,2.0,1,0.64
177,0,0,2,1.0,1.0,1,1.34
178,14,1,1,1.0,1.0,0,0.92
180,20,1,1,1.0,1.0,5,0.96
181,0,0,2,1.0,1.0,3,1.88
182,0,1,1,2.5,1.0,9,0.45
183,0,0,4,2.0,2.0,2,1.38
184,0,0,4,1.0,2.0,4,0.67
185,0,0,4,2.0,2.0,2,0.53
186,0,1,2,1.0,1.0,4,0.96
187,12,1,3,1.0,1.0,9,0.51
188,1,1,2,4.0,4.0,4,1.27
189,0,0,6,2.5,3.0,9,0.78
190,0,0,6,1.0,2.0,0,4.07
191,0,0,2,1.0,2.0,6,2.3
192,14,1,2,1.0,1.0,8,1.44
193,0,0,4,1.0,1.0,7,0.95
194,0,0,2,1.0,1.0,4,0.45
195,0,0,2,1.0,1.0,9,0.47
196,14,1,2,1.0,1.0,8,1.58
197,14,0,6,2.0,3.0,4,1.01
198,0,0,4,1.5,2.0,0,1.21
199,0,0,5,1.0,2.0,7,1.42
200,0,1,2,1.5,1.0,0,1.31
201,0,1,2,1.5,1.0,0,1.12
202,15,0,2,1.5,1.0,9,1.01
204,0,1,2,1.0,1.0,9,1.34
205,0,0,4,2.0,2.0,0,0.99
206,0,1,2,1.0,1.0,3,2.3
207,0,2,2,1.0,1.0,2,1.33
208,0,0,2,1.0,1.0,7,2.25
209,15,0,2,1.0,1.0,4,1.62
210,0,1,2,1.5,1.0,8,1.31
211,8,0,2,1.0,0.0,7,0.54
212,0,0,2,1.0,1.0,7,0.51
213,0,0,4,1.0,3.0,7,2.94
214,15,0,4,1.0,1.0,5,0.89
215,0,0,2,1.0,0.0,4,0.96
216,0,0,2,1.0,0.0,1,1.08
217,0,0,2,1.0,1.0,4,0.27
218,0,1,1,1.0,1.0,4,0.52
219,0,0,2,1.0,0.0,1,1.41
220,0,0,2,1.0,1.0,9,0.96
221,0,0,1,1.0,1.0,0,1.27
222,0,0,6,1.0,2.0,4,0.62
223,0,0,2,1.0,1.0,1,1.1
224,0,0,2,1.0,0.0,1,0.81
225,0,0,2,1.0,1.0,4,0.75
226,0,1,2,1.0,1.0,7,1.04
227,14,1,2,1.0,1.0,3,2.91
228,0,0,2,1.0,1.0,4,1.63
229,0,0,4,1.0,1.0,7,1.42
230,0,0,4,1.0,1.0,2,1.88
231,8,1,2,1.0,1.0,2,0.74
232,15,0,7,1.0,3.0,2,0.68
233,0,0,2,1.0,1.0,6,1.23
234,16,0,3,1.0,0.0,1,1.24
235,0,1,2,1.0,1.0,4,0.52
236,0,1,1,1.0,1.0,4,0.72
237,0,1,1,4.0,1.0,0,0.64
238,0,0,2,1.0,1.0,6,0.72
239,0,1,2,1.0,1.0,2,0.28
240,14,0,6,2.0,5.0,9,0.86
241,0,0,2,1.0,1.0,9,0.49
242,0,0,2,2.0,1.0,0,1.62
243,14,1,3,1.0,1.0,6,0.28
244,20,0,4,1.0,2.0,1,1.12
245,0,0,3,1.0,1.0,6,1.45
246,0,0,4,1.0,2.0,2,0.51
247,15,1,2,1.0,1.0,2,0.33
248,0,0,2,1.0,0.0,6,3.62
249,14,1,2,1.5,1.0,6,2.74
251,0,0,1,1.0,1.0,4,0.74
252,0,0,2,1.0,1.0,4,0.74
253,0,0,4,1.0,1.0,4,0.31
254,0,0,4,1.0,0.0,4,0.62
255,0,0,2,1.0,1.0,4,1.37
256,0,0,16,8.0,8.0,4,1.44
257,0,0,2,1.0,1.0,1,1.01
258,8,0,2,1.0,2.0,4,1.89
259,0,0,4,2.0,3.0,9,0.84
260,0,0,3,1.0,1.0,4,1.05
261,14,1,2,1.0,1.0,9,2.21
262,20,1,2,1.0,1.0,4,4.14
263,14,1,1,1.0,1.0,4,4.1
264,0,0,2,1.0,1.0,2,0.14
265,0,0,4,1.0,1.0,5,1.19
266,0,0,2,1.0,1.0,1,1.16
267,8,0,4,1.0,2.0,6,1.32
268,0,0,4,1.0,2.0,3,1.68
269,0,0,2,1.0,1.0,4,3.0
270,1,0,5,1.0,2.0,4,0.5
271,1,1,2,1.0,1.0,4,0.52
272,1,1,3,1.0,1.0,4,0.6
273,0,1,2,1.0,2.0,9,1.19
274,0,0,4,1.0,1.0,2,0.19
276,0,1,2,1.0,1.0,9,0.98
277,0,0,2,1.0,1.0,2,1.09
278,0,0,4,1.0,1.0,9,1.08
279,0,1,2,1.0,1.0,9,0.99
280,12,1,2,1.0,1.0,9,1.0
281,0,0,3,1.0,1.0,2,1.95
282,0,1,2,1.0,1.0,2,1.79
283,0,0,2,1.0,1.0,4,0.47
284,0,0,2,1.0,0.0,4,0.95
285,0,1,2,1.0,1.0,8,0.22
286,0,0,3,1.0,2.0,9,1.0
287,0,0,3,1.0,0.0,9,3.24
288,0,1,2,1.0,1.0,1,0.43
289,0,0,2,1.0,1.0,1,0.57
290,0,1,2,1.0,1.0,0,1.0
291,0,0,2,1.0,1.0,2,0.65
292,0,1,2,1.0,1.0,2,0.72
293,0,0,2,1.0,1.0,9,0.46
294,12,1,2,1.0,1.0,2,1.27
295,12,1,4,1.0,0.0,2,1.21
296,0,0,4,1.0,0.0,2,1.09
297,0,0,4,1.0,0.0,2,1.07
298,12,1,2,1.0,0.0,2,1.19
299,12,1,2,1.0,0.0,2,1.07
300,14,1,2,1.0,0.0,2,1.07
301,0,0,3,1.0,1.0,4,0.63
302,0,0,5,1.0,2.0,7,1.16
303,20,1,2,2.0,1.0,4,0.73
304,0,0,4,1.0,1.0,0,1.91
305,0,1,2,1.0,1.0,2,1.11
306,14,0,5,2.0,2.0,2,0.83
307,14,1,2,1.5,1.0,6,1.73
308,0,0,4,1.0,2.0,1,1.0
309,0,0,2,1.0,1.0,1,0.69
310,0,1,2,1.0,1.0,1,1.38
311,0,0,2,1.0,0.0,1,1.1
312,0,0,2,1.0,1.0,1,1.89
313,14,0,4,1.0,3.0,3,0.63
314,0,1,2,1.0,1.0,4,0.52
315,0,1,4,1.0,1.0,2,0.48
316,0,0,1,1.0,0.0,1,1.41
317,0,0,3,1.0,2.0,9,1.34
318,14,1,2,1.0,1.0,0,1.83
319,14,1,2,1.0,1.0,6,0.9
320,0,1,2,1.0,1.0,0,1.95
321,0,0,2,1.0,1.0,4,0.15
322,0,0,4,1.0,1.0,7,0.93
323,0,0,4,1.0,2.0,7,1.01
324,0,1,2,1.0,1.0,1,0.38
325,15,0,4,1.0,2.0,2,0.95
326,0,1,2,0.0,1.0,3,0.78
327,0,0,4,1.0,2.0,9,1.07
328,0,0,4,1.0,1.0,4,0.57
329,0,0,4,1.0,1.0,4,0.59
330,0,0,2,1.0,1.0,6,0.94
331,0,0,2,1.0,1.0,2,0.57
332,0,0,2,1.0,1.0,0,1.49
333,0,0,2,1.0,1.0,1,0.39
334,21,2,5,1.0,1.0,3,2.56
335,21,1,5,1.0,1.0,3,2.28
336,21,1,4,1.0,1.0,3,2.55
337,0,0,2,1.0,1.0,4,0.62
338,14,1,2,1.0,1.0,9,2.17
339,0,0,2,1.0,1.0,9,2.0
340,0,0,5,1.0,2.0,9,1.38
341,0,0,2,1.0,1.0,2,0.23
342,0,0,4,1.0,1.0,3,2.68
343,0,0,2,1.0,1.0,0,1.03
344,0,0,2,1.0,0.0,3,2.38
345,1,1,2,1.0,1.0,6,4.19
346,0,0,4,1.0,1.0,2,0.35
347,0,0,2,1.0,1.0,1,0.97
348,0,0,3,1.0,1.0,9,0.52
350,0,0,2,1.0,0.0,5,1.34
351,0,0,2,1.0,1.0,1,0.64
352,0,0,2,1.0,1.0,6,3.37
353,0,0,4,1.0,2.0,0,1.14
354,0,0,4,1.0,0.0,0,1.1
355,0,0,6,2.0,2.0,0,1.06
356,0,0,2,1.0,0.0,4,1.84
357,14,1,2,1.0,1.0,7,1.04
358,0,1,2,1.0,1.0,1,2.16
359,0,0,2,1.0,1.0,0,1.11
360,0,0,4,1.0,2.0,7,0.67
361,0,0,6,1.0,3.0,3,2.83
362,0,0,2,1.0,1.0,0,0.37
363,0,0,2,1.0,1.0,7,1.38
364,0,0,2,1.0,1.0,4,0.81
365,0,0,4,1.0,2.0,8,1.04
366,0,0,4,1.0,1.0,2,0.21
367,0,0,5,1.0,2.0,1,1.05
368,0,0,3,1.0,2.0,0,2.27
369,0,1,6,1.0,2.0,6,0.36
370,0,0,4,1.0,2.0,6,0.56
371,0,0,2,1.0,1.0,4,1.21
372,0,0,2,1.0,1.0,5,1.75
373,0,0,2,1.0,1.0,5,1.78
374,20,0,4,1.0,3.0,6,2.24
375,14,1,2,1.0,1.0,6,1.88
377,15,1,3,1.0,1.0,7,1.44
378,0,0,6,1.0,1.0,8,0.43
379,14,1,1,1.0,1.0,0,1.56
380,0,0,2,1.0,1.0,0,0.89
381,14,1,2,1.5,1.0,0,0.9
382,0,0,4,1.0,1.0,2,1.12
383,0,0,2,1.0,1.0,6,1.83
384,14,1,2,1.0,1.0,6,1.32
385,0,1,2,1.0,1.0,6,1.21
386,12,1,2,1.0,1.0,8,2.69
387,0,0,2,1.0,0.0,0,0.77
388,0,0,3,1.0,1.0,2,1.65
389,0,0,2,1.0,1.0,9,0.34
390,0,1,2,1.5,1.0,1,3.47
391,0,0,2,1.0,1.0,2,0.78
392,0,0,2,1.0,1.0,4,1.16
393,0,0,6,1.0,2.0,4,1.24
394,17,0,2,1.0,1.0,5,1.86
395,0,1,1,1.0,1.0,0,0.66
396,0,0,4,1.0,2.0,6,2.24
397,14,1,2,1.5,1.0,1,1.31
398,0,1,2,1.0,1.0,8,1.13
399,14,1,3,1.5,1.0,1,1.46
400,14,1,2,1.0,1.0,1,1.55
401,14,1,4,1.5,1.0,1,1.61
402,14,1,2,1.5,1.0,1,1.39
403,14,1,2,1.0,1.0,4,0.98
404,0,1,2,1.0,1.0,2,0.38
406,0,1,2,1.0,1.0,9,0.86
407,0,1,2,1.0,1.0,9,0.76
408,0,0,2,1.0,1.0,6,1.0
409,0,0,4,1.0,2.0,6,0.9
410,14,1,2,1.0,1.0,9,2.02
411,1,1,2,1.0,1.0,9,0.56
412,1,1,2,1.0,1.0,9,0.71
413,1,1,2,1.0,1.0,9,0.77
414,0,0,6,1.0,1.0,4,0.8
415,0,0,2,1.0,1.0,0,0.67
416,0,0,2,1.0,0.0,4,0.78
417,0,0,7,2.0,3.0,4,0.64
418,0,1,2,1.0,1.0,4,1.19
419,0,0,3,1.0,1.0,4,1.27
420,0,0,4,1.0,2.0,1,0.79
421,0,0,3,1.0,0.0,2,0.63
422,15,1,4,1.0,1.0,5,0.64
423,8,0,1,1.0,0.0,8,4.34
425,0,0,2,1.0,1.0,6,1.98
426,0,0,1,1.0,1.0,9,0.8
427,0,0,2,1.0,1.0,9,0.95
429,0,0,2,1.0,1.0,2,0.59
430,0,0,2,1.0,0.0,2,0.69
431,0,0,2,1.0,1.0,2,0.58
432,0,0,4,1.0,1.0,2,0.54
433,0,0,4,1.0,0.0,2,0.69
434,0,0,4,1.0,1.0,0,1.31
436,0,1,2,1.0,1.0,0,1.41
437,14,1,2,1.0,1.0,3,2.87
438,0,1,2,1.0,1.0,7,1.36
440,0,0,4,1.0,1.0,5,1.98
441,0,0,5,1.0,2.0,2,0.44
442,0,0,4,1.0,2.0,2,0.56
443,0,0,2,1.0,1.0,0,0.29
444,0,0,2,1.0,1.0,0,1.34
445,0,0,3,1.5,1.0,9,0.44
446,0,0,3,1.0,1.0,4,1.09
447,0,0,4,1.0,1.0,4,1.01
448,0,0,4,1.0,1.0,6,1.04
449,0,1,2,1.0,1.0,3,2.18
451,0,1,2,1.0,1.0,9,3.88
452,0,0,6,1.0,2.0,7,0.88
453,0,1,4,1.0,2.0,1,3.62
454,14,1,3,1.0,1.0,0,0.57
455,14,1,2,1.0,1.0,0,0.78
456,0,0,4,1.0,1.0,2,0.15
457,0,0,4,1.0,1.0,4,0.76
458,0,0,2,1.0,0.0,4,0.36
459,0,0,2,1.0,1.0,0,2.91
460,0,0,3,1.0,0.0,0,1.4
461,0,0,4,1.0,1.0,6,1.91
462,0,0,2,1.0,1.0,9,1.96
463,0,1,4,1.0,1.0,6,0.85
464,0,1,4,1.0,1.0,1,1.08
465,0,0,2,1.0,0.0,1,1.1
466,14,1,2,1.0,1.0,9,1.37
467,0,0,4,1.0,2.0,9,1.83
468,1,1,4,2.0,2.0,1,0.33
470,0,0,4,1.5,2.0,3,1.6
471,0,1,2,1.5,1.0,3,1.52
472,0,1,2,1.0,1.0,0,1.2
473,0,0,4,2.5,2.0,5,3.09
474,0,0,4,1.0,2.0,1,1.12
475,0,0,4,1.0,2.0,2,0.82
476,0,0,2,1.0,1.0,2,0.87
477,0,0,2,1.0,0.0,4,0.78
478,20,1,2,1.0,1.0,4,0.83
479,0,0,7,2.0,2.0,1,1.18
480,0,0,2,1.0,0.0,9,1.75
481,0,0,4,1.0,1.0,2,0.27
482,0,0,4,1.0,0.0,2,0.14
484,0,0,4,1.0,1.0,4,0.33
485,0,0,2,1.0,1.0,1,0.91
486,0,0,4,1.0,2.0,4,0.81
487,14,1,2,1.5,1.0,7,2.17
488,14,1,2,1.5,1.0,7,2.24
489,14,1,2,1.5,1.0,7,2.2
490,0,0,2,1.0,0.0,9,0.77
491,0,0,4,1.0,2.0,2,1.13
492,0,1,2,1.5,1.0,3,0.56
493,14,0,2,1.0,1.0,5,1.24
494,0,1,2,1.0,1.0,4,1.04
495,14,0,5,1.0,3.0,6,8.64
497,0,0,4,1.0,2.0,1,0.45
498,15,0,4,1.0,2.0,2,0.44
499,0,1,2,1.0,1.0,2,0.61
501,0,1,3,1.0,1.0,9,2.85
502,0,1,2,1.0,1.0,4,1.05
503,0,1,1,1.0,1.0,4,1.0
504,0,0,2,1.0,0.0,1,1.46
505,1,1,2,1.0,1.0,2,0.4
506,1,1,2,1.0,1.0,2,0.3
507,1,1,2,1.0,1.0,2,0.34
508,1,1,2,1.0,1.0,2,0.47
509,1,1,3,1.0,1.0,2,0.33
510,1,1,4,1.0,2.0,2,0.34
511,1,1,10,4.0,6.0,2,0.39
512,0,0,4,2.0,1.0,7,1.02
513,1,1,2,2.0,1.0,6,0.29
514,1,1,2,2.0,1.0,6,0.36
515,0,0,6,1.0,2.0,4,0.68
516,14,1,2,1.0,1.0,8,1.8
517,17,2,2,0.5,1.0,3,1.84
518,0,0,4,1.0,2.0,5,1.97
519,0,1,2,1.0,1.0,7,1.53
520,0,0,2,1.0,1.0,9,0.64
521,14,1,2,1.0,1.0,9,1.14
522,14,0,6,2.0,3.0,3,1.23
523,14,0,6,2.0,3.0,3,2.52
524,14,0,9,3.0,4.0,6,0.23
525,0,0,9,2.0,3.0,6,0.18
526,1,1,2,1.0,1.0,2,0.46
527,0,1,1,1.0,1.0,9,0.91
528,1,1,2,1.0,1.0,5,1.21
529,0,0,5,1.0,1.0,5,1.18
530,1,1,3,1.0,1.0,5,1.29
531,1,1,2,1.0,1.0,5,1.3
532,0,0,4,1.0,1.0,5,1.3
533,0,0,2,1.0,1.0,4,0.48
534,0,0,4,1.0,1.0,2,0.11
535,0,0,4,1.0,1.0,2,0.18
536,0,0,2,1.0,1.0,2,0.2
537,0,0,2,1.0,1.0,2,0.23
538,0,0,2,1.0,0.0,2,0.2
539,0,0,7,1.5,2.0,2,0.24
540,0,0,2,1.0,1.0,2,0.25
541,0,0,2,1.0,1.0,2,0.4
542,0,1,2,1.0,1.0,2,1.35
543,0,0,2,1.0,1.0,2,1.25
544,0,1,2,1.0,1.0,8,2.13
545,0,1,2,1.0,1.0,8,2.1
546,0,1,2,1.0,1.0,9,0.82
547,0,0,5,2.0,2.0,2,0.76
548,0,0,1,1.0,1.0,0,1.57
549,0,0,2,1.0,1.0,9,0.92
550,14,1,1,2.5,1.0,9,0.67
551,14,1,2,2.5,1.0,9,0.6
552,0,0,2,1.0,0.0,3,1.76
553,0,0,4,1.0,1.0,2,0.78
554,0,1,2,1.0,1.0,1,0.7
555,0,0,2,1.0,1.0,6,0.59
556,0,0,2,1.0,1.0,6,0.48
557,0,0,2,1.0,1.0,6,3.04
559,0,0,1,1.0,0.0,0,0.25
560,0,1,4,1.0,1.0,0,1.03
561,0,0,5,1.0,2.0,6,2.62
562,0,0,2,1.0,1.0,2,1.6
563,0,0,3,1.0,1.0,2,1.59
564,0,0,2,1.0,1.0,9,1.39
565,0,0,2,1.0,1.0,2,1.55
566,0,0,4,1.0,2.0,6,1.69
567,0,0,4,1.0,2.0,6,0.88
568,0,1,2,1.0,1.0,4,0.82
569,0,1,1,1.0,1.0,4,1.18
570,0,1,2,1.0,1.0,4,1.27
571,16,0,3,1.0,1.0,2,0.71
572,0,1,1,1.0,1.0,9,0.22
573,14,1,2,1.0,1.0,6,2.55
574,0,0,4,1.0,2.0,2,0.44
575,0,0,4,1.0,2.0,2,0.33
576,0,1,3,1.0,1.0,2,0.23
577,0,0,4,1.0,2.0,4,1.23
578,0,0,3,1.0,1.0,3,2.94
579,0,1,10,1.0,4.0,0,1.16
580,0,1,2,1.0,1.0,0,1.13
581,12,1,11,1.0,4.0,0,1.16
582,0,0,4,1.0,2.0,2,0.83
584,0,0,2,1.0,1.0,4,0.82
585,0,0,2,1.0,1.0,7,1.26
586,0,0,3,1.0,1.0,0,1.89
587,0,1,2,1.0,1.0,4,0.91
588,0,0,2,1.0,2.0,9,1.05
589,0,1,2,1.5,1.0,9,1.18
590,14,0,8,2.5,5.0,7,2.76
591,20,0,2,1.0,1.0,1,1.28
592,1,1,2,1.0,0.0,9,1.9
593,14,1,1,1.0,1.0,0,0.55
594,0,0,4,1.0,1.0,2,1.33
595,0,0,2,1.0,0.0,2,0.76
596,0,0,4,1.0,1.0,2,0.61
597,0,0,4,1.0,1.0,2,0.56
598,0,0,4,1.0,1.0,2,0.68
600,0,0,2,1.0,1.0,9,0.3
601,0,0,2,1.0,1.0,2,0.86
602,15,0,3,1.0,1.0,6,1.44
603,15,0,3,1.0,1.0,6,1.47
604,15,0,3,1.5,1.0,6,1.43
605,15,0,3,1.5,1.0,6,1.61
606,14,0,2,1.0,1.0,4,1.16
607,0,1,2,1.0,1.0,4,1.15
608,0,0,2,1.0,1.0,4,0.97
609,0,0,2,1.0,1.0,4,0.95
610,0,0,2,1.0,1.0,4,0.94
611,0,0,2,1.0,0.0,5,0.86
612,15,0,2,1.0,1.0,0,1.45
613,0,0,2,1.0,1.0,9,2.31
614,14,1,2,1.0,1.0,2,1.1
615,0,0,4,1.0,1.0,4,0.77
617,0,0,2,1.5,1.0,7,0.52
618,0,0,2,1.5,1.0,4,0.64
619,0,0,6,1.0,2.0,3,2.26
620,14,1,2,1.0,1.0,1,0.85
621,14,1,2,1.0,1.0,1,0.92
622,0,0,2,1.0,1.0,1,1.12
623,0,0,6,1.0,2.0,7,0.85
624,14,0,6,1.5,2.0,1,0.46
625,21,1,2,1.0,0.0,4,4.62
626,0,0,4,1.0,2.0,5,2.81
627,0,0,2,1.0,1.0,6,0.42
628,0,0,4,1.0,2.0,5,1.48
629,0,0,3,1.0,1.0,3,1.52
630,0,0,2,1.0,0.0,3,1.63
631,0,0,2,1.0,0.0,7,1.08
632,0,0,4,2.0,2.0,4,0.05
633,0,0,3,1.0,1.0,6,2.34
634,0,1,2,2.0,1.0,2,0.68
635,0,0,12,2.0,4.0,2,0.65
636,0,1,4,2.0,1.0,2,0.68
637,0,0,2,1.0,0.0,1,0.81
638,0,0,2,1.0,1.0,9,0.63
639,0,1,3,1.0,1.0,4,1.0
640,0,0,2,1.0,1.0,7,0.99
641,0,0,6,1.0,2.0,2,0.01
642,0,0,4,1.0,1.0,2,0.12
643,0,0,4,1.0,1.0,2,0.09
644,0,0,4,1.0,1.0,2,0.06
645,0,0,6,1.0,2.0,2,0.27
646,0,1,2,1.0,1.0,7,0.31
647,0,0,2,1.0,1.0,1,0.55
648,0,0,4,1.5,3.0,6,2.4
649,0,0,2,1.5,0.0,7,1.11
650,0,0,2,1.0,1.0,7,1.14
651,0,1,2,1.0,1.0,9,0.84
652,0,0,2,1.0,0.0,2,0.54
653,0,0,3,1.0,1.0,5,2.95
654,3,0,4,2.0,2.0,4,1.27
655,0,0,6,1.0,2.0,4,1.01
656,0,0,4,1.0,2.0,4,0.91
657,0,1,2,1.0,1.0,9,1.28
658,1,1,2,1.0,1.0,2,0.34
659,1,1,2,1.0,1.0,2,0.37
660,1,1,1,1.0,1.0,2,0.31
